visitorid,first_seen,last_seen,total_events,total_views,unique_items,unique_categories,avg_price_viewed,max_price_viewed,avg_availability,has_converted,user_tenure_days,events_per_day,conversion_rate
617,2015-07-26 16:25:36.291,2015-07-26 16:29:49.036,6,6,1,1,7460.0,22320.0,0.0,0,1,6.0,0.0
618,2015-07-05 18:47:16.884,2015-07-05 18:47:16.884,2,2,1,1,278952.0,557880.0,0.0,0,1,2.0,0.0
619,2015-05-07 21:40:34.878,2015-05-07 21:40:34.878,40,40,1,1,1343005.1400000001,2102760.0,0.5,0,1,40.0,0.0
620,2015-05-19 02:41:36.323,2015-05-19 02:41:36.323,14,14,1,1,188333.14285714287,359280.0,0.5,0,1,14.0,0.0
621,2015-06-23 04:24:25.217,2015-06-23 04:26:27.609,13,13,2,1,12433.846153846154,25080.0,1.0,0,1,13.0,0.0
622,2015-08-26 17:45:16.177,2015-08-26 17:45:16.177,2,2,1,1,69072.0,138120.0,0.0,0,1,2.0,0.0
623,2015-06-04 15:58:29.735,2015-06-04 15:58:29.735,8,8,1,1,29425.5,136356.0,1.0,0,1,8.0,0.0
624,2015-06-17 18:59:22.633,2015-06-17 18:59:22.633,18,18,1,1,31146.666666666668,52680.0,0.5,0,1,18.0,0.0
625,2015-07-17 17:38:56.102,2015-08-31 00:30:31.981,11,11,2,2,36125.454545454544,126048.0,0.5454545454545454,0,44,0.25,0.0
626,2015-06-01 04:16:35.513,2015-06-01 04:16:35.513,3,3,1,1,18404128169924.0,55212384481392.0,0.0,0,1,3.0,0.0
627,2015-08-20 19:29:32.726,2015-08-20 23:20:35.498,154,146,12,3,94220.32207792207,5076240.0,0.512987012987013,1,1,154.0,0.00684931506849315
628,2015-05-25 02:32:00.008,2015-05-25 02:32:00.008,4,4,1,1,26010.0,103800.0,0.0,0,1,4.0,0.0
629,2015-06-24 06:12:11.537,2015-06-24 06:12:11.537,8,8,1,1,42690.0,44400.0,0.5,0,1,8.0,0.0
630,2015-08-12 21:03:21.735,2015-08-12 21:03:21.735,3,3,1,1,11408.0,33840.0,0.0,0,1,3.0,0.0
631,2015-08-11 17:52:24.279,2015-08-11 17:54:26.707,6,6,1,1,9204.0,27240.0,0.0,0,1,6.0,0.0
632,2015-06-16 19:45:47.613,2015-06-16 19:45:47.613,4,4,1,1,15090.0,31080.0,0.0,0,1,4.0,0.0
633,2015-05-10 18:56:20.076,2015-05-20 07:24:10.158,3,3,2,3,61000.0,84120.0,0.0,0,9,0.3333333333333333,0.0
634,2015-07-29 18:26:19.761,2015-07-29 18:39:03.193,26,26,2,2,175482.0,484812.0,0.5384615384615384,0,1,26.0,0.0
635,2015-07-15 21:11:50.735,2015-07-15 21:11:50.735,10,10,1,2,17654.4,77040.0,0.0,0,1,10.0,0.0
636,2015-08-18 16:20:54.683,2015-08-18 16:22:27.432,16,16,3,1,15398095.5,82063536.0,0.5625,0,1,16.0,0.0
637,2015-07-08 16:50:32.247,2015-07-08 16:50:32.247,1,1,1,0,0.0,0.0,0.0,0,1,1.0,0.0
638,2015-07-08 22:02:33.012,2015-07-08 22:02:33.012,10,10,1,1,162770.4,189720.0,1.0,0,1,10.0,0.0
639,2015-08-06 21:54:50.083,2015-08-06 21:54:50.083,1,1,1,1,63240.0,63240.0,0.0,0,1,1.0,0.0
640,2015-05-04 23:02:27.505,2015-05-04 23:02:27.505,6,6,1,1,13800.0,20400.0,0.5,0,1,6.0,0.0
641,2015-06-16 21:53:27.632,2015-06-16 21:53:27.632,3,3,1,1,326632.0,600000.0,0.0,0,1,3.0,0.0
642,2015-06-26 13:28:15.081,2015-06-26 13:28:15.081,6,6,1,1,180038.6,1075440.0,0.0,0,1,6.0,0.0
643,2015-05-16 22:03:18.138,2015-05-16 22:03:18.138,22,22,1,1,64876.36363636364,82560.0,0.5,0,1,22.0,0.0
644,2015-08-10 19:19:21.954,2015-08-10 19:19:21.954,12,12,1,1,51540.0,59280.0,0.5,0,1,12.0,0.0
645,2015-07-06 23:44:39.887,2015-07-08 21:45:44.727,234,212,8,1,198079.7435897436,385440.0,0.5,0,1,234.0,0.0
646,2015-07-17 22:17:44.969,2015-07-17 22:17:44.969,10,10,1,1,239040.72000000003,602280.0,0.5,0,1,10.0,0.0
647,2015-09-03 12:57:09.059,2015-09-03 13:00:10.195,2,2,1,0,0.0,0.0,0.0,0,1,2.0,0.0
648,2015-07-05 02:59:51.694,2015-07-06 04:43:09.533,267,249,12,1,396867.86516853934,822600.0,0.49812734082397003,0,1,267.0,0.0
649,2015-06-25 19:20:25.175,2015-06-25 19:20:25.175,5,5,1,1,188143.2,848496.0,0.0,0,1,5.0,0.0
650,2015-07-14 00:40:02.482,2015-07-14 00:40:02.482,6,6,1,1,33880.0,89160.0,0.0,0,1,6.0,0.0
651,2015-05-09 19:51:47.416,2015-05-09 19:51:47.416,4,4,1,1,5304.0,21000.0,0.0,0,1,4.0,0.0
652,2015-06-17 14:55:52.984,2015-06-17 14:55:52.984,1,1,1,1,107160.0,107160.0,0.0,0,1,1.0,0.0
653,2015-06-26 16:37:08.124,2015-06-26 16:37:08.124,5,5,1,1,10428.0,39840.0,0.0,0,1,5.0,0.0
654,2015-07-08 13:49:13.214,2015-07-08 13:49:13.214,22,22,1,1,155288.18181818182,197640.0,0.5,0,1,22.0,0.0
655,2015-05-05 21:57:23.369,2015-05-05 21:57:23.369,1,1,1,1,65640.0,65640.0,0.0,0,1,1.0,0.0
656,2015-07-24 06:43:17.974,2015-07-27 17:10:08.458,24,24,2,1,138987.0,172080.0,0.4583333333333333,0,3,8.0,0.0
657,2015-08-18 22:23:58.094,2015-08-18 22:23:58.094,1,1,1,0,0.0,0.0,0.0,0,1,1.0,0.0
658,2015-06-08 17:55:32.493,2015-06-08 17:55:32.493,2,2,1,1,59880.0,59880.0,0.5,0,1,2.0,0.0
659,2015-08-18 22:15:46.605,2015-08-20 01:04:10.452,26,26,2,1,119922.46153846153,171480.0,0.7307692307692307,0,1,26.0,0.0
660,2015-06-15 16:45:20.479,2015-06-15 16:45:20.479,8,8,1,1,180486.0,258000.0,0.5,0,1,8.0,0.0
661,2015-07-28 17:46:45.934,2015-07-28 17:46:45.934,1,1,1,0,0.0,0.0,0.0,0,1,1.0,0.0
662,2015-08-17 00:46:02.731,2015-08-17 00:46:02.731,2,2,1,1,164952.0,329880.0,0.0,0,1,2.0,0.0
663,2015-06-19 05:32:07.430,2015-06-19 05:32:07.430,12,12,1,1,252811.0,442800.0,1.0,0,1,12.0,0.0
664,2015-06-08 21:32:20.312,2015-06-08 21:32:20.312,4,4,1,1,33951.0,134880.0,0.0,0,1,4.0,0.0
665,2015-07-10 20:45:15.151,2015-07-10 20:45:15.151,8,8,1,1,8929.5,26820.0,0.0,0,1,8.0,0.0
666,2015-08-23 20:05:41.673,2015-08-23 20:05:41.673,5,5,1,1,44301.6,208920.0,0.0,0,1,5.0,0.0
667,2015-05-21 23:22:03.264,2015-05-21 23:22:03.264,5,5,1,1,1324.8,4560.0,0.0,0,1,5.0,0.0
668,2015-06-27 21:43:49.360,2015-06-27 21:43:49.360,26,26,1,1,194160.92307692306,290520.0,0.5,0,1,26.0,0.0
669,2015-09-04 18:30:56.846,2015-09-04 18:30:56.846,3,3,1,3,92400.0,92400.0,0.0,0,1,3.0,0.0
670,2015-07-06 11:57:35.709,2015-07-06 11:57:35.709,4,4,1,1,14238.0,55800.0,0.0,0,1,4.0,0.0
671,2015-09-02 19:18:59.000,2015-09-02 19:23:00.390,70,70,3,1,201697.7142857143,371280.0,0.5,0,1,70.0,0.0
672,2015-07-17 05:55:40.444,2015-07-17 05:55:40.444,1,1,1,1,57720.0,57720.0,0.0,0,1,1.0,0.0
673,2015-05-14 12:55:46.226,2015-08-20 03:51:46.745,52,52,2,3,22048.153846153848,27960.0,0.5,0,97,0.5360824742268041,0.0
674,2015-06-23 01:20:12.482,2015-06-23 01:20:12.482,7,7,1,1,17629.542857142857,121440.0,0.0,0,1,7.0,0.0
675,2015-08-25 12:58:50.268,2015-08-25 13:01:32.284,74,74,2,1,71633.71945945946,114960.0,0.6216216216216216,0,1,74.0,0.0
676,2015-09-13 10:02:27.873,2015-09-13 10:02:27.873,1,1,1,0,0.0,0.0,0.0,0,1,1.0,0.0
677,2015-08-09 03:40:58.302,2015-08-09 03:40:58.302,5,5,1,1,7158.0,34200.0,0.0,0,1,5.0,0.0
678,2015-06-22 19:39:02.813,2015-06-22 19:39:02.813,5,5,1,1,23805.6,106440.0,0.0,0,1,5.0,0.0
679,2015-06-09 01:49:11.435,2015-06-09 01:49:11.435,9,9,1,1,78002.66666666667,137760.0,1.0,0,1,9.0,0.0
680,2015-05-04 22:48:24.837,2015-05-04 22:48:24.837,14,14,1,1,143674.2857142857,834240.0,0.5,0,1,14.0,0.0
681,2015-09-11 12:29:56.004,2015-09-11 12:29:56.004,4,4,1,1,15873.0,47880.0,0.0,0,1,4.0,0.0
682,2015-06-12 17:26:13.332,2015-07-12 23:34:00.948,35,35,4,3,11291.725714285714,146760.0,0.34285714285714286,0,30,1.1666666666666667,0.0
683,2015-05-17 18:29:48.553,2015-05-17 18:32:22.863,10,10,3,1,24960.0,29400.0,0.5,0,1,10.0,0.0
684,2015-08-13 13:08:56.688,2015-08-13 13:08:56.688,1,1,1,0,0.0,0.0,0.0,0,1,1.0,0.0
685,2015-06-30 21:44:21.802,2015-06-30 21:44:21.802,6,6,1,1,200408.0,301200.0,0.5,0,1,6.0,0.0
686,2015-05-21 15:39:50.333,2015-05-21 15:39:50.333,4,4,1,1,321192.0,642360.0,0.5,0,1,4.0,0.0
687,2015-09-15 22:46:29.985,2015-09-15 22:46:29.985,8,8,1,1,42441.0,52788.0,0.5,0,1,8.0,0.0
688,2015-07-25 23:41:30.691,2015-07-25 23:41:30.691,12,12,1,1,330912.0,338400.0,0.5,0,1,12.0,0.0
689,2015-05-08 07:26:54.438,2015-05-09 05:52:00.766,11,11,2,1,19224.0,19680.0,0.5,0,1,11.0,0.0
690,2015-07-06 18:56:43.359,2015-07-06 18:56:43.359,18,18,1,1,9912.666666666666,22560.0,0.5,0,1,18.0,0.0
691,2015-06-30 15:16:23.895,2015-06-30 15:16:23.895,6,6,1,1,22000.0,29880.0,1.0,0,1,6.0,0.0
692,2015-07-26 17:46:48.031,2015-07-26 17:46:48.031,6,6,1,1,52385.6,261240.0,0.0,0,1,6.0,0.0
693,2015-05-08 16:11:46.590,2015-05-08 16:11:46.590,1,1,1,1,6840.0,6840.0,0.0,0,1,1.0,0.0
694,2015-07-27 01:33:58.011,2015-07-27 01:33:58.011,14,14,1,1,93325.71428571429,108360.0,0.5,0,1,14.0,0.0
695,2015-09-14 16:15:03.549,2015-09-14 16:15:03.549,12,12,1,1,152510.0,244068.0,1.0,0,1,12.0,0.0
696,2015-05-18 22:59:57.119,2015-05-18 23:01:51.618,40,40,4,1,284414.4,504000.0,0.5,0,1,40.0,0.0
697,2015-07-09 21:29:35.817,2015-07-09 21:29:35.817,2,2,1,1,24786.0,49560.0,0.0,0,1,2.0,0.0
698,2015-05-22 15:11:00.077,2015-05-22 15:11:00.077,1,1,1,0,0.0,0.0,0.0,0,1,1.0,0.0
699,2015-05-14 01:32:18.404,2015-05-16 23:54:24.358,48,48,2,1,100740.0,104400.0,0.5,0,2,24.0,0.0
700,2015-06-10 17:49:54.523,2015-06-10 17:49:54.523,18,18,1,1,133920.0,179520.0,0.5,0,1,18.0,0.0
701,2015-06-28 03:05:06.223,2015-06-28 03:05:06.223,6,6,1,1,19498.0,110880.0,0.0,0,1,6.0,0.0
702,2015-05-24 22:46:59.375,2015-05-24 22:46:59.375,1,1,1,1,5040.0,5040.0,0.0,0,1,1.0,0.0
703,2015-05-18 20:48:10.686,2015-05-18 20:48:10.686,22,22,1,1,40663.74545454545,110880.0,0.5,0,1,22.0,0.0
704,2015-09-14 20:38:11.950,2015-09-14 20:38:11.950,1,1,1,0,0.0,0.0,0.0,0,1,1.0,0.0
705,2015-06-02 21:52:12.582,2015-06-02 21:52:12.582,8,8,1,1,66009.0,84480.0,1.0,0,1,8.0,0.0
706,2015-07-26 19:21:16.513,2015-07-26 19:21:44.265,8,8,1,1,6621.0,16800.0,0.0,0,1,8.0,0.0
707,2015-09-09 17:58:02.444,2015-09-09 17:58:02.444,6,6,1,1,214462.0,697092.0,0.0,0,1,6.0,0.0
708,2015-06-16 17:47:51.040,2015-06-16 17:47:51.040,12,12,1,1,182222.0,243360.0,0.5,0,1,12.0,0.0
709,2015-09-05 02:40:28.175,2015-09-05 02:40:28.175,4,4,1,1,47817.0,190560.0,0.0,0,1,4.0,0.0
710,2015-08-07 16:59:50.100,2015-08-24 21:14:44.421,127,127,6,1,32600.12598425197,58320.0,0.7086614173228346,0,17,7.470588235294118,0.0
711,2015-06-26 05:08:23.237,2015-06-26 05:08:23.237,1,1,1,1,32280.0,32280.0,0.0,0,1,1.0,0.0
712,2015-07-02 22:47:39.135,2015-07-02 22:47:39.135,14,14,1,1,15210.857142857143,21120.0,0.5,0,1,14.0,0.0
713,2015-06-08 19:58:24.141,2015-06-08 19:58:24.141,2,2,1,1,57780.0,112800.0,0.0,0,1,2.0,0.0
714,2015-08-24 23:11:20.312,2015-08-24 23:11:20.312,1,1,1,1,10800.0,10800.0,0.0,0,1,1.0,0.0
715,2015-07-06 19:02:24.808,2015-07-06 19:02:24.808,6,6,1,1,151640.0,152760.0,0.5,0,1,6.0,0.0
716,2015-06-05 18:06:02.912,2015-06-05 18:06:02.912,1,1,1,1,43440.0,43440.0,0.0,0,1,1.0,0.0
717,2015-08-21 17:58:48.446,2015-08-21 17:58:48.446,26,26,1,1,54902100.41538461,713162436.0,0.5,0,1,26.0,0.0
718,2015-06-02 07:40:52.004,2015-06-02 07:40:52.004,6,6,1,1,197640.0,216600.0,1.0,0,1,6.0,0.0
719,2015-08-12 01:04:11.812,2015-08-12 01:04:11.812,1,1,1,0,0.0,0.0,0.0,0,1,1.0,0.0
720,2015-05-10 18:30:26.236,2015-05-12 03:42:51.600,8,8,1,1,11484.6,45840.0,0.0,0,1,8.0,0.0
721,2015-07-05 23:26:45.798,2015-07-05 23:26:45.798,28,28,1,1,298960.28571428574,440760.0,0.5,0,1,28.0,0.0
722,2015-07-29 03:15:19.435,2015-07-29 03:15:19.435,6,6,1,1,35760.0,41160.0,0.5,0,1,6.0,0.0
723,2015-09-07 00:32:55.905,2015-09-07 00:32:55.905,44,44,1,1,32987113.221818183,713110992.0,0.5,0,1,44.0,0.0
724,2015-07-02 02:01:22.354,2015-08-24 06:04:21.599,98,98,5,2,41809.5918367347,327564.0,0.8673469387755102,0,53,1.849056603773585,0.0
725,2015-08-11 19:46:34.499,2015-08-11 19:46:34.499,7,7,1,1,552620.5714285715,863880.0,1.0,0,1,7.0,0.0
726,2015-05-18 02:37:18.901,2015-05-18 02:37:18.901,16,16,1,1,189465.0,323400.0,0.5,0,1,16.0,0.0
727,2015-06-26 19:25:20.067,2015-06-26 19:25:20.067,18,18,1,1,18458.666666666668,24600.0,0.5,0,1,18.0,0.0
728,2015-06-26 14:53:47.138,2015-06-26 14:56:35.317,18,18,1,1,23805.61333333333,213480.0,0.0,0,1,18.0,0.0
729,2015-07-31 21:25:05.585,2015-07-31 21:25:05.585,32,32,1,2,36004.5,72000.0,0.5,0,1,32.0,0.0
730,2015-07-20 06:21:01.013,2015-07-20 06:24:54.316,12,12,1,1,3928.0,6960.0,0.5,0,1,12.0,0.0
731,2015-07-07 02:30:11.808,2015-07-07 02:30:11.808,3,3,1,1,85148.0,244596.0,0.0,0,1,3.0,0.0
732,2015-06-17 06:04:26.136,2015-06-17 06:04:26.136,18,18,1,1,155333.33333333334,169800.0,0.5,0,1,18.0,0.0
733,2015-08-10 17:29:45.910,2015-08-10 17:29:45.910,12,12,1,1,171564.0,697152.0,0.5,0,1,12.0,0.0
734,2015-05-11 06:40:42.746,2015-05-11 06:40:42.746,6,6,1,1,37948.0,59280.0,1.0,0,1,6.0,0.0
735,2015-07-27 04:02:24.079,2015-07-27 04:02:24.079,10,10,1,1,19296.0,23040.0,0.5,0,1,10.0,0.0
736,2015-09-04 21:25:30.696,2015-09-04 21:25:30.696,16,16,1,1,121245.0,288000.0,0.5,0,1,16.0,0.0
737,2015-07-27 02:18:59.237,2015-07-27 02:18:59.237,3,3,1,1,15676.0,46800.0,0.0,0,1,3.0,0.0
738,2015-05-06 17:14:12.187,2015-05-06 17:14:12.187,6,6,1,1,37440.0,39360.0,0.5,0,1,6.0,0.0
739,2015-08-18 00:48:54.752,2015-08-18 00:48:54.752,26,26,1,1,202144.61538461538,290760.0,0.5,0,1,26.0,0.0
740,2015-05-10 19:02:53.778,2015-05-10 19:09:04.378,4,4,1,1,8490.0,14880.0,0.0,0,1,4.0,0.0
741,2015-08-27 14:15:59.133,2015-08-27 14:15:59.133,4,4,1,1,44953.5,179040.0,0.0,0,1,4.0,0.0
742,2015-05-06 00:25:24.351,2015-05-06 00:25:24.351,1,1,1,1,58752.0,58752.0,0.0,0,1,1.0,0.0
743,2015-07-02 23:19:15.892,2015-07-02 23:19:30.522,14,14,2,1,22608.0,35760.0,0.42857142857142855,0,1,14.0,0.0
744,2015-06-18 07:20:28.960,2015-06-18 07:27:40.751,4,4,2,1,17788.0,53280.0,0.0,0,1,4.0,0.0
745,2015-08-26 00:08:10.919,2015-08-26 00:09:04.238,37,13,2,1,36480.0,38400.0,0.4864864864864865,0,1,37.0,0.0
746,2015-06-14 05:25:21.304,2015-06-14 05:25:21.304,1,1,1,0,0.0,0.0,0.0,0,1,1.0,0.0
747,2015-07-02 07:39:01.052,2015-07-02 07:39:01.052,1,1,1,0,0.0,0.0,0.0,0,1,1.0,0.0
748,2015-08-26 23:13:50.075,2015-08-26 23:13:50.075,2,2,1,1,23286.0,46560.0,0.0,0,1,2.0,0.0
749,2015-07-09 17:44:59.894,2015-07-09 17:47:07.347,24,24,2,1,71430.06999999999,126480.0,0.7083333333333334,0,1,24.0,0.0
750,2015-08-05 21:19:04.293,2015-08-05 21:19:04.293,1,1,1,0,0.0,0.0,0.0,0,1,1.0,0.0
751,2015-08-31 18:42:13.178,2015-08-31 18:42:52.984,52,52,1,1,36221.53846153846,46800.0,0.5,0,1,52.0,0.0
752,2015-05-07 18:55:12.227,2015-05-07 18:55:12.227,6,6,1,1,166650.0,288360.0,1.0,0,1,6.0,0.0
753,2015-06-15 06:39:03.869,2015-06-15 06:40:14.621,26,26,2,1,21387.23076923077,38520.0,0.6153846153846154,0,1,26.0,0.0
754,2015-06-15 21:43:54.862,2015-06-15 21:43:54.862,12,12,1,1,21708.0,30180.0,0.5,0,1,12.0,0.0
755,2015-09-03 19:59:09.709,2015-09-03 19:59:09.709,3,3,1,1,41504.0,113640.0,0.0,0,1,3.0,0.0
756,2015-06-02 12:27:36.114,2015-06-02 12:27:36.114,16,16,1,1,76794.75,127320.0,0.5,0,1,16.0,0.0
757,2015-06-11 18:23:47.756,2015-06-13 02:18:13.872,2,2,1,0,0.0,0.0,0.0,0,1,2.0,0.0
758,2015-07-10 20:08:58.691,2015-07-10 20:08:58.691,4,4,1,2,39900.0,66840.0,0.0,0,1,4.0,0.0
759,2015-06-24 18:57:57.019,2015-07-14 22:19:05.099,40,40,1,1,22056.0,24600.0,0.5,0,20,2.0,0.0
760,2015-07-18 01:30:51.830,2015-07-18 01:30:51.830,10,10,1,1,1344590.4,6636792.0,0.5,0,1,10.0,0.0
761,2015-07-08 19:28:40.022,2015-07-08 19:28:40.022,4,4,1,1,14275.95,57000.0,0.0,0,1,4.0,0.0
762,2015-06-29 07:18:28.745,2015-06-29 07:25:16.759,4,4,2,1,21552.0,42960.0,0.0,0,1,4.0,0.0
763,2015-06-19 21:59:57.201,2015-06-20 00:01:04.409,92,92,3,1,189872.47826086957,311880.0,0.5,0,1,92.0,0.0
764,2015-08-17 19:07:40.258,2015-08-17 19:07:40.258,24,24,1,1,22534.0,37200.0,0.5,0,1,24.0,0.0
765,2015-06-01 23:32:13.133,2015-06-01 23:43:06.060,42,42,1,1,496074.85714285716,2977524.0,0.5,0,1,42.0,0.0
766,2015-07-27 00:53:26.732,2015-07-27 00:53:26.732,9,9,1,1,19146.82,169200.0,0.0,0,1,9.0,0.0
767,2015-07-14 22:04:24.862,2015-07-14 22:04:24.862,4,4,1,1,24543.0,74160.0,0.0,0,1,4.0,0.0
768,2015-06-23 05:51:28.795,2015-06-23 05:51:28.795,6,6,1,1,9364.0,21480.0,0.0,0,1,6.0,0.0
769,2015-07-20 13:12:54.187,2015-07-20 13:14:06.666,22,22,2,1,22030.909090909092,28080.0,0.6363636363636364,0,1,22.0,0.0
770,2015-08-29 23:26:12.945,2015-08-29 23:26:12.945,8,8,1,2,9660.0,11040.0,1.0,0,1,8.0,0.0
771,2015-07-08 17:13:37.966,2015-07-08 17:13:37.966,8,8,1,1,8095.47,64200.0,0.0,0,1,8.0,0.0
772,2015-07-29 16:48:41.269,2015-08-14 16:49:20.941,432,432,8,1,198801.47222222222,437520.0,0.5347222222222222,0,16,27.0,0.0
773,2015-05-27 18:23:53.758,2015-05-27 18:23:53.758,16,16,1,1,39768.225,81600.0,0.5,0,1,16.0,0.0
774,2015-05-20 05:42:40.580,2015-05-20 05:43:10.735,40,40,1,1,46129.8,81360.0,0.5,0,1,40.0,0.0
775,2015-05-29 00:54:03.931,2015-05-29 00:54:03.931,22,22,1,1,67385.45454545454,71160.0,0.5,0,1,22.0,0.0
776,2015-06-07 22:07:31.301,2015-06-07 22:07:31.301,14,14,1,1,39776.91428571429,77280.0,0.5,0,1,14.0,0.0
777,2015-08-17 17:59:28.113,2015-08-17 17:59:28.113,1,1,1,0,0.0,0.0,0.0,0,1,1.0,0.0
778,2015-05-05 01:18:53.445,2015-05-05 01:18:53.445,7,7,1,1,103844.57142857143,251112.0,1.0,0,1,7.0,0.0
779,2015-07-13 07:59:58.773,2015-07-13 07:59:58.773,32,32,1,1,220393.5,262920.0,0.5,0,1,32.0,0.0
780,2015-06-04 23:11:29.831,2015-06-04 23:11:29.831,14,14,1,1,69337.11428571428,124080.0,0.5,0,1,14.0,0.0
781,2015-06-15 18:58:04.349,2015-06-15 18:58:04.349,14,14,1,1,232933.02857142856,474960.0,0.5,0,1,14.0,0.0
782,2015-07-17 01:18:25.353,2015-07-17 01:18:25.353,1,1,1,0,0.0,0.0,0.0,0,1,1.0,0.0
783,2015-05-18 02:30:52.228,2015-08-02 21:49:55.179,11,11,3,2,30427.2,117480.0,0.0,0,76,0.14473684210526316,0.0
784,2015-05-07 18:19:09.959,2015-05-07 18:19:09.959,6,6,1,1,212368.0,319080.0,0.5,0,1,6.0,0.0
785,2015-06-20 15:19:30.561,2015-06-20 15:19:30.561,1,1,1,0,0.0,0.0,0.0,0,1,1.0,0.0
786,2015-05-20 14:39:12.373,2015-05-20 14:39:12.373,10,10,1,1,173332.8,834624.0,0.5,0,1,10.0,0.0
787,2015-05-27 03:17:53.352,2015-05-27 03:17:53.352,1,1,1,0,0.0,0.0,0.0,0,1,1.0,0.0
788,2015-08-20 00:26:47.634,2015-08-20 00:26:47.634,1,1,1,0,0.0,0.0,0.0,0,1,1.0,0.0
789,2015-08-08 20:03:39.421,2015-08-08 20:03:39.421,2,2,1,1,3432.0,6840.0,0.0,0,1,2.0,0.0
790,2015-08-06 18:32:17.558,2015-08-06 18:32:17.558,1,1,1,0,0.0,0.0,0.0,0,1,1.0,0.0
791,2015-08-17 05:48:19.686,2015-08-17 05:48:19.686,1,1,1,0,0.0,0.0,0.0,0,1,1.0,0.0
792,2015-07-27 21:12:00.037,2015-07-27 21:12:00.037,1,1,1,0,0.0,0.0,0.0,0,1,1.0,0.0
793,2015-08-03 02:36:43.160,2015-08-03 02:36:43.160,32,32,1,2,24957.0,59880.0,0.5,0,1,32.0,0.0
794,2015-07-20 05:56:35.146,2015-07-20 05:56:35.146,1,1,1,1,22680.0,22680.0,0.0,0,1,1.0,0.0
795,2015-08-10 21:06:08.740,2015-08-24 21:50:02.092,115,67,8,6,45592.69565217391,131304.0,0.9043478260869565,1,14,8.214285714285714,0.014925373134328358
796,2015-08-12 15:39:02.626,2015-08-12 15:39:02.626,20,20,1,1,12860.4,84072.0,0.5,0,1,20.0,0.0
797,2015-06-22 08:38:58.334,2015-06-22 08:38:58.334,6,6,1,1,156067.13999999998,931920.0,0.0,0,1,6.0,0.0
798,2015-05-12 03:46:52.945,2015-05-12 03:46:52.945,11,11,1,1,40605.818181818184,63360.0,1.0,0,1,11.0,0.0
799,2015-05-07 15:25:20.528,2015-05-07 15:25:20.528,6,6,1,1,17830.528000000002,87720.0,0.0,0,1,6.0,0.0
800,2015-05-21 06:03:39.179,2015-05-21 06:03:39.179,6,6,1,1,13608.588000000002,62400.0,0.0,0,1,6.0,0.0
801,2015-09-03 04:25:31.245,2015-09-03 04:25:31.245,6,6,1,1,22000.0,29880.0,1.0,0,1,6.0,0.0
802,2015-05-18 03:15:20.718,2015-05-18 03:15:20.718,5,5,1,1,32155.2,126108.0,0.0,0,1,5.0,0.0
803,2015-06-18 04:42:02.534,2015-06-18 04:42:02.534,1,1,1,0,0.0,0.0,0.0,0,1,1.0,0.0
804,2015-07-11 02:53:48.743,2015-07-11 02:53:48.743,1,1,1,1,121080.0,121080.0,0.0,0,1,1.0,0.0
805,2015-06-24 18:01:47.325,2015-06-24 18:05:01.939,21,21,2,1,9724.582857142857,105480.0,0.0,0,1,21.0,0.0
806,2015-07-20 15:42:28.371,2015-07-20 15:42:28.371,3,3,1,1,41539.0,90000.0,0.0,0,1,3.0,0.0
807,2015-06-09 23:49:35.180,2015-06-20 18:37:12.217,9,9,2,1,7181.7,51720.0,0.0,0,10,0.9,0.0
808,2015-08-02 20:49:52.107,2015-08-02 20:50:17.740,15,15,2,1,20761.6,24600.0,0.4,0,1,15.0,0.0
809,2015-05-31 06:20:11.634,2015-05-31 06:20:11.634,4,4,1,1,201198.0,720000.0,0.0,0,1,4.0,0.0
810,2015-05-17 17:01:15.825,2015-05-17 17:01:15.825,9,9,1,1,10544.613333333335,93960.0,0.0,0,1,9.0,0.0
811,2015-05-13 01:12:28.782,2015-05-13 01:12:28.782,1,1,1,0,0.0,0.0,0.0,0,1,1.0,0.0
812,2015-08-09 19:18:39.074,2015-08-09 19:18:39.074,1,1,1,1,62160.0,62160.0,0.0,0,1,1.0,0.0
813,2015-06-25 08:03:17.492,2015-06-25 08:03:17.492,5,5,1,1,32292.0,87960.0,0.0,0,1,5.0,0.0
814,2015-06-26 05:28:40.338,2015-06-26 05:29:16.038,26,26,2,1,21387.23076923077,38520.0,0.6153846153846154,0,1,26.0,0.0
815,2015-06-28 14:44:15.626,2015-06-28 14:44:15.626,1,1,1,0,0.0,0.0,0.0,0,1,1.0,0.0
816,2015-05-25 23:37:15.899,2015-05-25 23:37:15.899,1,1,1,0,0.0,0.0,0.0,0,1,1.0,0.0
817,2015-05-08 14:14:17.363,2015-05-08 14:14:17.363,6,6,1,3,62736.6,125400.0,0.0,0,1,6.0,0.0
818,2015-08-25 02:20:43.155,2015-08-25 02:20:43.155,5,5,1,1,105076.08,525000.0,0.0,0,1,5.0,0.0
819,2015-05-22 20:45:29.165,2015-05-22 20:45:29.165,2,2,1,2,15240.0,15240.0,0.0,0,1,2.0,0.0
820,2015-05-24 07:45:49.016,2015-05-24 07:45:49.016,34,34,1,1,113197.41176470589,146400.0,0.5,0,1,34.0,0.0
821,2015-08-25 20:35:54.971,2015-08-25 20:35:54.971,3,3,1,1,5778.0,17280.0,0.0,0,1,3.0,0.0
822,2015-09-02 16:32:41.132,2015-09-02 16:32:41.132,3,3,1,1,19020.0,41640.0,0.0,0,1,3.0,0.0
